Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
448,True,7/18/25 16:39,R_8YKE1iBKzcDGRGl,"40,8449","14,2716",EN,"0,5",5fd394142d643f016601af39,Yes,"A few weeks ago, I talked with a colleague during our lunch break in the cafeteria. He told me his email has been hacked and used to send phishing messages. ",1,Colleague,,Other,No,Workplace/University,,"Personal experience (e.g. cybersecurity incident),Someone asked for advice",,"Application areas,Incidents ,Phishing or scams,Security behavior ,Security tools ",,4,"Interested/curious,Confident/informed,Helpful/responsible",,Because I had some knowledge of the topic and felt I could give useful advice. I was also curious about the incident and wanted to help him avoid similar issues in the future.,"Interested/curious,Worried/anxious,Helpful/responsible",,"He had just experienced a cyber incident and seemed concerned about how it happened. At the same time, he was eager to learn and asked for advice to prevent it from happening again.",Yes,,"Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,43,Male,Italy,Freelancer,4,5 (Strongly agree)
239,True,7/18/25 16:52,R_21irOfaoubIall0,"38,7584","-9,2495",EN,1,616b2703143d4550968777b8,Yes,I had a conversation involving cybersecurity with my supervisor where we went over dos and don'ts of passord saving and sharing as well as document and data sharing. The conversation lasted about 30 minutes. The conversation was triggered as part of my training,1,Other (please specify),Colleague,Other,No,Workplace/University,,Work/school-related requirement,,"Privacy tools ,Security behavior ,Security tools ,Surveillance or data collection ",,4,"Confident/informed,Helpful/responsible",,Because I am confiden't in my skills.,"Confident/informed,Helpful/responsible",,As part of the job my supervisor was also confident in his skills.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,24,Female,Portugal,Biomedical engineering,4,5 (Strongly agree)
41,True,7/21/25 13:59,R_2q8dubpinH2G9nZ,"46,3664","20,1012",EN,"0,6000000238",5f5a27482be30c0718bbf1e0,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,Hungary,"",2,5 (Strongly agree)
186,True,7/21/25 14:02,R_2r0yfKHMPSvxiWN,"51,1278","-3,0001",EN,1,66435e2e5c5b5aceb2195908,Yes,It was with a workmate about the recent data leak from Marks and Spencer. It happened at work and it happened a few weeks ago. We talked about how it happened and if we or anyone we know might be affected. It lasted about 5-10min,1,Colleague,,Other,No,Workplace/University,,News story or social media post,,"Incidents ",,4,"Interested/curious,Worried/anxious",,Because I might have been affected by the event.,"Interested/curious,Worried/anxious",,Because they may have been affected too.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,35,Male,UK,Technology/Data analytics,3,5 (Strongly agree)
177,True,7/21/25 14:02,R_2eaVboJWAXMLIl3,"38,7521","-9,2279",EN,"0,8999999762",6090397fdf27ef27909b759c,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Male,Portugal,Teacher,2,5 (Strongly agree)
76,True,7/21/25 14:02,R_2CNhRNRw796rODA,"51,9594","1,3553",EN,"0,3000000119",6157040a78451d0e36577a2a,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Female,UK,Retail,3,5 (Strongly agree)
138,True,7/21/25 14:03,R_2GFpS2Y1pFgv23D,"40,9576","16,923",EN,"0,8999999762",5f7d002d141e4e1c0e84e98e,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Female,Italy,IT - Quality assurance,2,5 (Strongly agree)
219,True,7/21/25 14:04,R_2TIfVKEgsfltDMc,"51,4426","-2,8601",EN,"0,8999999762",6037d796b948e80ce4afcc09,Yes,I took a short course in cyber security a year ago back and have a level 2 degree in it. in which my mum was intersted in me to talk about when i went to visit her. i told her the inns and outs and facts that she might not know as she is older. the convo lasted probably 20 minutes and was just telling her how important it is to really keep passwords safe!,1,Friend,,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Incidents ,Phishing or scams,Privacy tools ,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,I knew what i was speaking out and felt confident in giving correct information,Interested/curious,,She asked me more and more questions,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,UK,"",2,5 (Strongly agree)
272,True,7/21/25 14:04,R_2RVtX5IeJlqUPvr,"51,2483","-1,1266",EN,"0,8999999762",664dfbf4a8188185b87483af,Yes,"we talked about it at my work in a meeting with me colleagues and my boss.
the meeting was about an hour. we talk about cyber security in workplace",8,Colleague,,Other,No,Workplace/University,,News story or social media post,,"Application areas,Identity theft or fraud,Phishing or scams",,2,Worried/anxious,,because anyone can have access online and they can scam you,Worried/anxious,,the same reason like me,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,35,Female,UK,Beauty tehrapist,2,5 (Strongly agree)
329,True,7/21/25 14:04,R_8nilVrtm8WKgQCo,"44,4847","11,328",EN,"0,8999999762",65831e585b1437a7b510aec1,Yes,"1. Me and one of my colleagues, specifically the one responsible for cybersecurity at my office
2. Inside the office, in the break room
3. We talked about the last cybersecurity breach
4. We had just been attacked the previous week, so I asked him to get me up to speed on what he had discovered, and especially on the cause of the breach
5. About 15 minutes
6. He told me about the next steps our company is going to take to prevent future attacks, and about a mandatory online course all employees are going to attend about spam emails and other potentially dangerous attack vectors.",1,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,Personal experience (e.g. cybersecurity incident),,"Incidents ,Phishing or scams,Security behavior ",,3,"Interested/curious,Worried/anxious",,I was worried about the data exposed and private information available to the attackers,Confident/informed,,He liked talking about his area of expertise,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Italy,Software engineer,2,5 (Strongly agree)
347,True,7/21/25 14:04,R_2VUnx1XmPYEga4N,"53,5464","-1,4307",EN,"0,200000003",65e3434e8d58b05bcee42c3d,Yes,"Myself and a friend were discussing our concerns about the feeling we are being constantly watched and listened to by outside sources. 
Often we discuss things, interests, products etc .. that later come up on various social media platforms as recommendations and suggestions. 
We both found it highly concerning ",1,Friend,,Myself,No,At home,,News story or social media post,,"Application areas,Surveillance or data collection ",,5 (Strongly agree),Worried/anxious,,I’m feel my privacy is being invaded and that made me feel uneasy ,Worried/anxious,,The other person shared the same concerns as myself regarding privacy invasion ,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,53,Female,UK,Health and social care,2,5 (Strongly agree)
327,True,7/21/25 14:05,R_5g8Rhb9KtDOpMgV,"38,8445","-82,1371",EN,"0,8999999762",5ce9c6df6b2b3d001a94b24f,Yes,"1. A friend.
2. On the phone.
3. Online security. 
4. News of a data breach.
5. A few minutes. 
6. Nothing else comes to mind. ",1,Friend,,Myself,No,Other (please specify),Phone call,News story or social media post,,"Incidents ",,3,Interested/curious,,It was an interesting subject. ,Interested/curious,,He behaved in this way. ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,USA,Self Employed,1 (Strongly disagree),5 (Strongly agree)
244,True,7/21/25 14:05,R_8KPihXQuQNMpWr7,"51,4236","-0,9554",EN,"0,6000000238",5e5ad8d315b8d42db10b84ce,Yes,"I was talking to a friend regarding the incident happened at their organisation. The topic was triggered as we were discussing about a TV series which some how spiralled into the cybersecurity discussion, the discussion lasted for around 7-8mins.",1,Friend,,Myself,No,At home,,Work/school-related requirement,,Identity theft or fraud,,4,Interested/curious,,it made me think about the different crimes which can happen becuase of the the cyber security issues.,Interested/curious,,it was very involved discussion.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,37,Male,UK,Telecommunications,3,5 (Strongly agree)
385,True,7/21/25 14:05,R_2DP8FR0q0j9UUzf,"38,5436","-9,0473",EN,"0,8000000119",6613fa9b08e1e2496afb6518,Yes,"It involved by boyfrined who is a computer science major.
It took place in his house.
We talked about having a password manager that was safe. Something that could be hosted in his server at home.
The conversation was triggered by me being annoyed that I have to always put different passwords for all my accounts and that I cant keep track of all of them. The conversation lasted about 10 minutes. ",1,Other (please specify),Partner ,Myself,No,At home,,Someone asked for advice,,"Security tools ",,4,Interested/curious,,"i did not know it was possible to host a password manager, so I was curious.",Helpful/responsible,,Because they were sharing their knowledge about something they like. ,Yes,I now use the password manager,,,No,,,,,,,,,,,,,,,,,,,,,,,,22,Female,Portugal,Data science,2,5 (Strongly agree)
386,True,7/21/25 14:05,R_2esrETW1PxVZYyu,"41,8905","12,5127",EN,"0,8999999762",5e73ded1027e893642055f86,Yes,"I remember talking to my mom about it trying to advice her how to check her emails for spam. I initiated the conversation because i received a spam myself and i thought that if she were to receive it herself she would have clicked to the provided link. It lasted 10 min more or less. I advised her to check always the email address that sent the email and to be sceptical when receiving texts like ""urgent' etc especially when they appear to come by her bank or state related accounts.",1,Other (please specify),Family,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,Phishing or scams,,3,Worried/anxious,,because i know it is nit easy for her to understand and remember all these details to be secure,Worried/anxious,,because it is something outside of her sphere of interest,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,28,Female,Italy,Conservation of cultural heritage,3,5 (Strongly agree)
315,True,7/21/25 14:05,R_835cavkyBy9cg8N,"55,9019","-4,4553",EN,"0,8999999762",6016f0e16f7aec8af4152aa4,Yes,"I had a conversation with a colleague at work. It was in our office. He had to update his password, and was complaining about how often he had to update it and that he has many passwords for different work systems. All of these ask for new passwords at different times. We also discusses multi-factor authentication and the challange of this across so many applications. It lasted a few minutes.",1,Colleague,,Other,No,Workplace/University,,Work/school-related requirement,,"Security behavior ",,4,"Confident/informed,Helpful/responsible",,I had first hand experience of the same issue,Annoyed,,They were complaining about an onerous task,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,43,Male,UK,Supply Chain Manager,3,5 (Strongly agree)
230,True,7/21/25 14:05,R_2nH1EiMWz7PO0OZ,"52,9887","-1,4407",EN,"0,1000000015",628b938b2a14e5c3e9ede879,Yes,Myself and my partner had a conversation about this earlier last week. I used public wifi to log into my online banking and my partner reminded me of the security risks of doing so. The conversation took place in a shopping centre. The conversation lasted 5-10 minutes. I remember feeling naive. ,1,Other (please specify),Partner ,Other,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Security behavior ",,4,"Interested/curious,Worried/anxious,Other (please describe)",Naive ,I felt like I was being reminded of things I had learned previously ,"Interested/curious,Confident/informed,Helpful/responsible",,They were confident and informative ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Female,UK,Social Care,3,5 (Strongly agree)
404,True,7/21/25 14:05,R_5wGl6AO8MOMUe1F,"35,8663","-106,2676",EN,"0,5",673cd0592b76130dcd85d767,Yes,"With my team. It took place in our office, we talked about securing our red network ro make the system better due to software updates. What triggered it was a change in software that may have cause some loopholes in the security system we have installed. It lasyed about 15 minutes. ",15,Other (please specify),Colleague,Myself,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Phishing or scams,Security behavior ,Security tools ,Surveillance or data collection ",,4,Helpful/responsible,,"as it was an important topic, that needed to be discussed and explained",Interested/curious,,as they needed to be on board with the actions needed to be taken,Yes,updated passwords and more phishing awareness,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,USA,Engineering,3,5 (Strongly agree)
333,True,7/21/25 14:05,R_7h6PgoyJX9pEqQx,"38,867","-76,8173",EN,1,655f97cd4f1c17ae262fd0fa,Yes,"At my work orientation. I was a new hire and the IT manager had two trainings with us discussing my new company's technology policy and things to be on the lookout for when browsing the web, opening and sending emails, strong password tips, and opening links/urls. It lasted about 3 hours total. ",2,Colleague,,Other,No,Workplace/University,,Work/school-related requirement,,"Application areas,Phishing or scams,Security behavior ,Security tools ",,3,Indifferent,,I feel like cyber security is a normal thing to be talked about on a person's first day if they spend a lot of time using a computer at work so I was expecting it and didn't hear anything new. ,Confident/informed,,They work in IT and now tips and tricks to keep an online user as secure as possible ,No,,"Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,31,Female,USA,Paralegal,2,5 (Strongly agree)
412,True,7/21/25 14:05,R_8f7L5buD1MrJGP0,"52,4264","20,7164",EN,"0,6000000238",5dafea4de40355001651fa2f,Yes,I was talking to my wife at home. The conversation started when she somehow found a website that redirected her to a website with a virus where some windows popped up. Then I explained to her that it was some kind of virus and you have to be careful what you click on online. Our conversation lasted about 5 minutes.,1,Friend,,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Security tools ",,4,Helpful/responsible,,I wanted to explain to the person that it is very dangerous,Worried/anxious,,because she was afraid of her data leaking,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,30,Male,Poland,Forwarding manager,3,5 (Strongly agree)
296,True,7/21/25 14:06,R_2Ma0hlCsapCELGd,"53,6252","-1,4117",EN,"0,6000000238",5e2eb30e270214000b247d1b,Yes,"I was discussing with our Data Protection Officer (DPO) about a piece of software we wanted to install on the internal extranet space. It is an open-source statistics software that is regularly used in academic settings, and requires an Internet connection to download packages for us. We conversed over email and Teams calls to discuss the safety of the extranet (which does not connect to the Internet) and an ask if we could access it to make full use of the software. We were struggling to do the complex statistical analysis of data we needed as we couldn't access the full features of the software. The controls are in place due to our use of sensitive educational data, but we argued we had anonymised this data completely of any context in this case. The conversation spanned two weeks back and forth.",3,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Application areas,Incidents ,Privacy tools ",,3,"Interested/curious,Worried/anxious,Annoyed",,"I just wanted access to the software and felt we had done the appropriate anonymisation procedures to do our analysis, just wanted to make sure we could do it.","Interested/curious,Confident/informed,Helpful/responsible",,"They are an expert in the field, and have always been helpful on this context.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,33,Male,UK,Educational Standards/Research,2,5 (Strongly agree)
400,True,7/21/25 14:06,R_2eaJBj2tEgEhB4U,"51,5612","0,1827",EN,"0,8999999762",65e6238e5774c7e869f5defd,Yes,"The last time was a week ago where I was talking with my friend and flatmate from university, where we discussed how a couple years ago, he decided to take on the challenge of applying to the MI6. It was a conversation that rose from speaking about general topics, and this cybersecurity conversation lasted for around 10 minutes, as he spoke about his experience, which was intriguing.",3,Friend,,Other,"Yes, somebody I know",Workplace/University,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ,Surveillance or data collection ",,4,"Interested/curious,Confident/informed",,This is because I previously thought that the process of trying to get into the MI6 would be more advanced and challenging.,"Interested/curious,Confident/informed,Helpful/responsible",,"This is because they were the one with the experience, and were simply recounting their steps in the procedure.",No,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","I was in a school conference, that was free entry at my university, with two of my flatmates who do computer science as their degree. They asked me to tag along for fun, and since I was free on the day, I opted to go. It was incredibly interesting, as the hour I was there I gained a lot of respect for the advancements in technology, and the process that comes with cybersecurity.",2,Friend,,Other,No,Workplace/University,,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Incidents ,Phishing or scams,Privacy tools ",,4,"Interested/curious,Confident/informed",,As I was interested to learn.,"Interested/curious,Confident/informed,Helpful/responsible",,They had all prior experience with the topic.,No,,"No, but I plan to have one in the future",,20,Male,UK,Biomedical Science,2,5 (Strongly agree)
454,True,7/21/25 14:06,R_8KwJeIeqEzQ3kHc,"39,6018","-8,4104",EN,"0,8000000119",60bbe0da43325dadf2b1b6a9,Yes,"I talked to my mom over the phone because we live in different countries. We talked about phones listening and recording our conversations, which it's weird because we were talking on the phone. She was telling me that one day she was on the phone with my aunt and she was telling my mom she wanted to buy a fridge. The day after this conversation my mom started receiving fridge ads on her computer. My conversation with my mom lasted about 10/15 min",1,Acquaintance,,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Surveillance or data collection ",,3,"Interested/curious,Worried/anxious",,Well It's not comfortable having your information used by companies and the government ,"Worried/anxious,Confident/informed",,The same reason,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Portugal,Psychology,3,5 (Strongly agree)
369,True,7/21/25 14:07,R_2qJSeGOCA6AOopP,"49,7435","21,4717",EN,"0,200000003",5d40a12f4994c40001e4b80c,Yes,"I was talking to my sister about online shopping and payments and the possibility of losing data through such payments.
The conversation started with the usual topic of shopping.",1,"Friend,Other (please specify)",Family ,,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ",,3,"Interested/curious,Worried/anxious",,Because I was affraid of the cybersecurity ,Worried/anxious,,She was also affraid ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,34,Female,Poland,Manager of Production,4,5 (Strongly agree)
510,True,7/21/25 14:07,R_8oHrsPSVCyuBe5s,"45,0729","7,689",EN,"0,8000000119",6790e36f1c897325a5960412,Yes,"1) Me and the bank employee
2)  the conversation took place at the bank.
3) The last time i talked about cybersecurity was when i expressed concern about the information that bank can share with third-party service providers without my explicit consent. 
The conversation lasted 10 minutes",2,Acquaintance,,Myself,No,Other (please specify),"Public space (e.g., café, train)",Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Phishing or scams,Privacy tools ",,4,Worried/anxious,,For fear of losing money.,Helpful/responsible,,Because she was an expert in cybersecurity.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,Italy,Freelancer,1 (Strongly disagree),5 (Strongly agree)
532,True,7/21/25 14:08,R_39dguJffNl3i8f4,"38,8138","-77,1487",EN,"0,8999999762",674bea1eb044fbe75795fef1,Yes,"I chatted about cybersecurity with a colleague, about how data hacking and hacking prevention was an ever-evolvcng landscape. The defenses get better, then the hackers find a way around, then the defenses get better, etc.",1,Colleague,,Other,No,"Public space (e.g., café, train)",,News story or social media post,,"Incidents ",,4,"Confident/informed,Helpful/responsible",,"I felt helpful because I was saying this isnt new and unknown and scary, we are familiar with how it works.","Worried/anxious,Annoyed",,I think they felt that way because they were feeling vulnerable and scared.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,47,Female,UK,Information technology,3,5 (Strongly agree)
463,True,7/21/25 14:08,R_21YG3DzhjTUvvI6,"37,6051","-0,9862",EN,"0,8000000119",5ed02ffb8090240f93ab74ad,Yes,"We were talking about internet security and how our data is compromised. With my cousin who is tech-savy, like the cell phone listens to us and then ads come up about what you are talking about.",3,"Friend,Other (please specify)",Family ,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ,Privacy tools ",,4,"Interested/curious,Worried/anxious,Annoyed",,Because of the insecurity it generates.,"Confident/informed,Helpful/responsible",,The same ,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Spain,Biology,3,5 (Strongly agree)
624,True,7/21/25 14:09,R_2dEt2yLQRJ1vbC3,"50,8431","-1,064",EN,"0,6000000238",66227ff3314e581aa8c92a38,Yes,"One other person and myself 
We were talking at home 
How to make our online banking easier to use but secure
How safe is online banking 
On and off for most of the day
To make our banking more secure ",1,Other (please specify),Partner,Myself,No,At home,,News story or social media post,,"Phishing or scams,Security behavior ,Security tools ",,3,Helpful/responsible,,I believe that the course we decide on will help us with a more secure account ,Confident/informed,,We both agree on it,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,65,Male,UK,Retired,2,5 (Strongly agree)
497,True,7/21/25 14:09,R_2hxRIhyBGjhfpO0,"51,4914","0,1007",EN,"0,6999999881",6777ddae1c4dddc69904549d,Yes,I was talking to my friend at university about a cybersecurity attack that happened at my federations school and was explaining what happened to me and what they wanted in return for the schools data to be returned but also the actions that the school took place to ensure that this didn't happen again. The conversation lasted for around 25 minutes and started when they were questioning why we have to use two- factor authentication every time we log into our university accounts,1,Friend,,Myself,No,Workplace/University,,Personal experience (e.g. cybersecurity incident),,"Incidents ,Security behavior ,Security tools ",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,"I felt like I was able to spread awareness about cybersecurity from personal experiences from me in the past, and why we have to take certain steps to protect our data even if they can be a bit tedious ","Interested/curious,Confident/informed",,They started to understand the importance of cybersecurity,Yes,They made sure to change their passwords every 6 months to ensure data security,,,No,,,,,,,,,,,,,,,,,,,,,,,,19,Male,UK,Sports Sciences,3,5 (Strongly agree)
513,True,7/21/25 14:10,R_2mDdG3voCifyNEI,"45,5925","9,7515",EN,"0,5",58c62eac444ade00010231a9,Yes,"Just this morning, I read a news about a possibile data breach in MS sharepoint servers. I discussed this news with some collegues of out Cybersecurity branch, probably for about 15 minutes, alco because I need toknow if there are any internal impacts.",4,Colleague,,Myself,No,Workplace/University,,"News story or social media post,Work/school-related requirement",,"Incidents ",,4,"Interested/curious,Confident/informed",,Cybersecurity is a part of my work,"Interested/curious,Confident/informed",,We both work for IT department,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,57,Male,Italy,IT Manager,4,5 (Strongly agree)
607,True,7/21/25 14:10,R_8OktVrOt6irOeCF,"37,9842","23,7353",EN,"0,200000003",64db7c7415584f3d37c938d0,Yes,"It was a conversation with my friend group about one of my friends having most of his passwords leaked recently in a major leak which resulted in him having to dig into all his accounts to set up 2FA, change passwords etc. The conversation lasted for about 2 hours and expanded into potential risks in the future world of technology and what he can do to be more off-the-grid and safer.",5,Friend,,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ,Privacy tools ,Security behavior ,Security tools ,Surveillance or data collection ",,4,"Interested/curious,Worried/anxious",,"Because I was worried about the future and things that could potentially happen to everyone, including me.","Interested/curious,Worried/anxious,Annoyed",,"For the same reason, and one friend of me had his passwords leaked, so he was also annoyed",Yes,Upgrade the security of our accounts,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,24,Male,Greece,Computer Science,4,5 (Strongly agree)
220,True,7/21/25 14:11,R_8wjc7jZGon4PxhD,"55,8309","-4,2143",EN,"0,5",594ea461c6a70f00010aaa8d,Yes,"1. my husband
2. at home
3. The recent M & S cyber attack
4. Seeing the news on the internet
5. 5 minutes
6. No",1,Other (please specify),Partner,Myself,No,At home,,News story or social media post,,"Incidents ",,3,Worried/anxious,,It is worrying how easily a cyber attack can happen and the impact it can have. ,Interested/curious,,He was keen to discuss this. ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,57,Female,UK,IT Services,2,5 (Strongly agree)
714,True,7/21/25 14:11,R_2f2sadoUDCFtSwR,"53,0163","-1,7514",EN,"0,6000000238",64842953934f4be66c7f6fc2,Yes,"I was having the conversation with my elderly father .He had been asked to make an online payment to his solicitors to cover the cost of an amendment to his will.He was looking to do the payment through his online banking app but when he tried it the app threw up an error regarding the business account name .We we’re at my dads house ,the conversation lasted approximately ten minutes .My dad is very nervous and reluctant to put him credit or debit card numbers into any online payment system and panics if an error is flagged.",1,Other (please specify),Family,Other,No,At home,,Someone asked for advice,,"Identity theft or fraud,Incidents ,Phishing or scams",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,I worked for one of the major banks for 35 years so have a lot of experience in that field,"Interested/curious,Confident/informed",,My dad does usually ask my opinion about online payments as he trusts my experience ,Yes,I showed him the padlock system and explained how the payments are checked ,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,56,Female,UK,"Finance ,business manager",4,5 (Strongly agree)
631,True,7/21/25 14:11,R_8NP5w6rA2zMUquU,"41,2346","-8,6183",EN,1,611ed2c05be8517aa0d6076b,Yes,"Last week, I chatted with a friend when we went for a coffee about cybersecurity after he got a suspicious email. We talked about phishing scams and how to spot fake links. The conversation started when he mentioned he was really close to click that link. We spoke for some minutes about it.",1,Friend,,Other,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,Phishing or scams,,4,"Interested/curious,Worried/anxious,Helpful/responsible",,"Because phishing might look easy to acknowledge, but those scams are getting better and better at fooling people and it is quite dangerous and concerning.","Interested/curious,Worried/anxious",,"Given that it was him that started the conversation, I think he wanted to share how worried he got.",Yes,Pay more attention to the email address from phishing scams.,,,No,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Portugal,Industrial Engineering and Management,2,4
207,True,7/21/25 14:12,R_8nGzHUNVJmMwTQX,"51,43","-0,0492",EN,"0,8999999762",65a3f461bfa22dde98c10436,Yes,I was talking to my brother whilst at home as he asked me if I had seen the news article regarding misplaced paperwork on a train that showed a data breach.  It lasted around 6-8 minutes,1,Other (please specify),Family,Other,No,At home,,News story or social media post,,"Incidents ",,5 (Strongly agree),"Interested/curious,Confident/informed",,I had read the same article that he was talking about,Worried/anxious,,They never usually bring up these type of conversations,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,37,Female,UK,Housewife,2,5 (Strongly agree)
775,True,7/21/25 14:12,R_2fCApYMGeXkfrrb,"37,9842","23,7353",EN,"0,8000000119",65cf6d8a589a67afcab54e6f,Yes,"About a month ago I had a conversation with one of my colleagues about a security incident that happened in on of our projects. The conversation took place online in a chat application. We were discussing and were trying to find why one of our API keys was compromised by some hackers. Those hackers were able to retrieve the API key and the used it to access our Mailchimp account. Then, they started sending scamming emails to customers. This conversations started when we first noticed the unusual email activity. It lasted about 4 hours. At the end we were able to find out what happened and together we fixed the security flaw.",2,Colleague,,Other,No,Other (please specify),Chat,Personal experience (e.g. cybersecurity incident),,"Incidents ",,5 (Strongly agree),"Interested/curious,Worried/anxious",,I felt this way because on one hand I was worried about the security incident and on the other hand I was curious to find out why it happened and how will prevent this from happening again in the future.,Worried/anxious,,"My colleague doesn't have a lot of technical knowledge about cybersecurity. So, he was only worried about how fast we'll fix the issue.",Yes,Storing API keys in a more secure place.,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","A few months ago, I was discussing with my friend a security flaw that we discovered in the eshop of a known supermarket. The conversation took place at a cafe and we talked about how the company didn't notice this flaw and what consequences it could have. Our conversation lasted about 2 hours.",2,Friend,,Myself,"Yes, somebody I know","Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Application areas",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,I was curious about why this issue happened and also i decided to contact the company and informed them about the issue.,Interested/curious,,My friend was curious about how the company will react.,No,,"No, but I plan to have one in the future",,35,Male,Greece,Web Developer,5 (Strongly agree),5 (Strongly agree)
